Timestep,EvacueeID,X,Y,Active,Evacuated,Rescued,Stuck
56,3,5,25,False,True,False,False
56,4,29,30,True,False,False,True
56,5,44,25,False,True,False,False
57,0,5,25,False,True,False,False
57,1,27,20,True,False,False,True
57,2,44,25,False,True,False,False
57,3,5,25,False,True,False,False
57,4,29,30,True,False,False,True
57,5,44,25,False,True,False,False
58,0,5,25,False,True,False,False
58,1,27,20,True,False,False,True
58,2,44,25,False,True,False,False
58,3,5,25,False,True,False,False
58,4,29,30,True,False,False,True
58,5,44,25,False,True,False,False
59,0,5,25,False,True,False,False
59,1,27,20,True,False,False,True
59,2,44,25,False,True,False,False
59,3,5,25,False,True,False,False
59,4,29,30,True,False,False,True
59,5,44,25,False,True,False,False
60,0,5,25,False,True,False,False
60,1,27,20,True,False,False,True
60,2,44,25,False,True,False,False
60,3,5,25,False,True,False,False
60,4,29,30,True,False,False,True
60,5,44,25,False,True,False,False
61,0,5,25,False,True,False,False
61,1,27,20,True,False,False,True
61,2,44,25,False,True,False,False
61,3,5,25,False,True,False,False
61,4,29,30,True,False,False,True
61,5,44,25,False,True,False,False
62,0,5,25,False,True,False,False
62,1,27,20,True,False,False,True
62,2,44,25,False,True,False,False
62,3,5,25,False,True,False,False
62,4,29,30,True,False,False,True
62,5,44,25,False,True,False,False
63,0,5,25,False,True,False,False
63,1,27,20,True,False,False,True
63,2,44,25,False,True,False,False
63,3,5,25,False,True,False,False
63,4,29,30,True,False,False,True
63,5,44,25,False,True,False,False
64,0,5,25,False,True,False,False
64,1,27,20,True,False,False,True
64,2,44,25,False,True,False,False
64,3,5,25,False,True,False,False
64,4,29,30,True,False,False,True
64,5,44,25,False,True,False,False
65,0,5,25,False,True,False,False
65,1,27,20,True,False,False,True
65,2,44,25,False,True,False,False
65,3,5,25,False,True,False,False
65,4,29,30,True,False,False,True
65,5,44,25,False,True,False,False
66,0,5,25,False,True,False,False
66,1,27,20,True,False,False,True
66,2,44,25,False,True,False,False
66,3,5,25,False,True,False,False
66,4,29,30,True,False,False,True
66,5,44,25,False,True,False,False
67,0,5,25,False,True,False,False
67,1,27,20,True,False,False,True
67,2,44,25,False,True,False,False
67,3,5,25,False,True,False,False
67,4,29,30,True,False,False,True
67,5,44,25,False,True,False,False
68,0,5,25,False,True,False,False
68,1,27,20,True,False,False,True
68,2,44,25,False,True,False,False
68,3,5,25,False,True,False,False
68,4,29,30,True,False,False,True
68,5,44,25,False,True,False,False
69,0,5,25,False,True,False,False
69,1,27,20,True,False,False,True
69,2,44,25,False,True,False,False
69,3,5,25,False,True,False,False
69,4,29,30,True,False,False,True
69,5,44,25,False,True,False,False
70,0,5,25,False,True,False,False
70,1,27,20,True,False,False,True
70,2,44,25,False,True,False,False
70,3,5,25,False,True,False,False
70,4,29,30,True,False,False,True
70,5,44,25,False,True,False,False
71,0,5,25,False,True,False,False
71,1,27,20,True,False,False,True
71,2,44,25,False,True,False,False
71,3,5,25,False,True,False,False
71,4,29,30,True,False,False,True
71,5,44,25,False,True,False,False
72,0,5,25,False,True,False,False
72,1,27,20,True,False,False,True
72,2,44,25,False,True,False,False
72,3,5,25,False,True,False,False
72,4,29,30,True,False,False,True
72,5,44,25,False,True,False,False
73,0,5,25,False,True,False,False
73,1,27,20,True,False,False,True
73,2,44,25,False,True,False,False
73,3,5,25,False,True,False,False
73,4,29,30,True,False,False,True
73,5,44,25,False,True,False,False
74,0,5,25,False,True,False,False
74,1,27,20,True,False,False,True
74,2,44,25,False,True,False,False
74,3,5,25,False,True,False,False
74,4,29,30,True,False,False,True
74,5,44,25,False,True,False,False
75,0,5,25,False,True,False,False
75,1,27,20,True,False,False,True
75,2,44,25,False,True,False,False
75,3,5,25,False,True,False,False
75,4,29,30,True,False,False,True
75,5,44,25,False,True,False,False
76,0,5,25,False,True,False,False
76,1,27,20,True,False,False,True
76,2,44,25,False,True,False,False
76,3,5,25,False,True,False,False
76,4,29,30,True,False,False,True
76,5,44,25,False,True,False,False
77,0,5,25,False,True,False,False
77,1,27,20,True,False,False,True
77,2,44,25,False,True,False,False
77,3,5,25,False,True,False,False
77,4,29,30,True,False,False,True
77,5,44,25,False,True,False,False
78,0,5,25,False,True,False,False
78,1,27,20,True,False,False,True
78,2,44,25,False,True,False,False
78,3,5,25,False,True,False,False
78,4,29,30,True,False,False,True
78,5,44,25,False,True,False,False
79,0,5,25,False,True,False,False
79,1,27,20,True,False,False,True
79,2,44,25,False,True,False,False
79,3,5,25,False,True,False,False
79,4,29,30,True,False,False,True
79,5,44,25,False,True,False,False
80,0,5,25,False,True,False,False
80,1,27,20,True,False,False,True
80,2,44,25,False,True,False,False
80,3,5,25,False,True,False,False
80,4,29,30,True,False,False,True
80,5,44,25,False,True,False,False
81,0,5,25,False,True,False,False
81,1,27,20,True,False,False,True
81,2,44,25,False,True,False,False
81,3,5,25,False,True,False,False
81,4,29,30,True,False,False,True
81,5,44,25,False,True,False,False
82,0,5,25,False,True,False,False
82,1,27,20,True,False,False,True
82,2,44,25,False,True,False,False
82,3,5,25,False,True,False,False
82,4,29,30,True,False,False,True
82,5,44,25,False,True,False,False
83,0,5,25,False,True,False,False
83,1,27,20,True,False,False,True
83,2,44,25,False,True,False,False
83,3,5,25,False,True,False,False
83,4,29,30,True,False,False,True
83,5,44,25,False,True,False,False
84,0,5,25,False,True,False,False
84,1,27,20,True,False,False,True
84,2,44,25,False,True,False,False
84,3,5,25,False,True,False,False
84,4,29,30,True,False,False,True
84,5,44,25,False,True,False,False
85,0,5,25,False,True,False,False
85,1,27,20,True,False,False,True
85,2,44,25,False,True,False,False
85,3,5,25,False,True,False,False
85,4,29,30,True,False,False,True
85,5,44,25,False,True,False,False
86,0,5,25,False,True,False,False
86,1,27,20,True,False,False,True
86,2,44,25,False,True,False,False
86,3,5,25,False,True,False,False
86,4,29,30,True,False,False,True
86,5,44,25,False,True,False,False
87,0,5,25,False,True,False,False
87,1,27,20,True,False,False,True
87,2,44,25,False,True,False,False
87,3,5,25,False,True,False,False
87,4,29,30,True,False,False,True
87,5,44,25,False,True,False,False
88,0,5,25,False,True,False,False
88,1,27,20,True,False,False,True
88,2,44,25,False,True,False,False
88,3,5,25,False,True,False,False
88,4,29,30,True,False,False,True
88,5,44,25,False,True,False,False
89,0,5,25,False,True,False,False
89,1,27,20,True,False,False,True
89,2,44,25,False,True,False,False
89,3,5,25,False,True,False,False
89,4,29,30,True,False,False,True
89,5,44,25,False,True,False,False
90,0,5,25,False,True,False,False
90,1,27,20,True,False,False,True
90,2,44,25,False,True,False,False
90,3,5,25,False,True,False,False
90,4,29,30,True,False,False,True
90,5,44,25,False,True,False,False
91,0,5,25,False,True,False,False
91,1,27,20,True,False,False,True
91,2,44,25,False,True,False,False
91,3,5,25,False,True,False,False
91,4,29,30,True,False,False,True
91,5,44,25,False,True,False,False
92,0,5,25,False,True,False,False
92,1,27,20,True,False,False,True
92,2,44,25,False,True,False,False
92,3,5,25,False,True,False,False
92,4,29,30,True,False,False,True
92,5,44,25,False,True,False,False
93,0,5,25,False,True,False,False
93,1,27,20,True,False,False,True
93,2,44,25,False,True,False,False
93,3,5,25,False,True,False,False
93,4,29,30,True,False,False,True
93,5,44,25,False,True,False,False
94,0,5,25,False,True,False,False
94,1,27,20,True,False,False,True
94,2,44,25,False,True,False,False
94,3,5,25,False,True,False,False
94,4,29,30,True,False,False,True
94,5,44,25,False,True,False,False
95,0,5,25,False,True,False,False
95,1,27,20,True,False,False,True
95,2,44,25,False,True,False,False
95,3,5,25,False,True,False,False
95,4,29,30,True,False,False,True
95,5,44,25,False,True,False,False
96,0,5,25,False,True,False,False
96,1,27,20,True,False,False,True
96,2,44,25,False,True,False,False
96,3,5,25,False,True,False,False
96,4,29,30,True,False,False,True
96,5,44,25,False,True,False,False
97,0,5,25,False,True,False,False
97,1,27,20,True,False,False,True
97,2,44,25,False,True,False,False
97,3,5,25,False,True,False,False
97,4,29,30,True,False,False,True
97,5,44,25,False,True,False,False
98,0,5,25,False,True,False,False
98,1,27,20,True,False,False,True
98,2,44,25,False,True,False,False
98,3,5,25,False,True,False,False
98,4,29,30,True,False,False,True
98,5,44,25,False,True,False,False
99,0,5,25,False,True,False,False
99,1,27,20,True,False,False,True
99,2,44,25,False,True,False,False
99,3,5,25,False,True,False,False
99,4,29,30,True,False,False,True
99,5,44,25,False,True,False,False
100,0,5,25,False,True,False,False
100,1,27,20,True,False,False,True
100,2,44,25,False,True,False,False
100,3,5,25,False,True,False,False
100,4,29,30,True,False,False,True
100,5,44,25,False,True,False,False
